id,created_at,posted_by,text,title,topic,topic_score,subtopic_1,subtopic_1_score,subtopic_2,subtopic_2_score,post_id,average_sentiment
5105383419153870,2024-11-27 18:02:03+08:00,美国驻华大使馆,发布了头条文章：《美国成年人及青少年睡眠不足》 根据美国疾病控制与预防中心（CDC）的统计，超过三分之一（36.8%）的美国成年人睡眠不足，青少年缺少睡眠的情况更严重，约四分之三的青少年睡眠不足。http://t.cn/A6m4mn9J  http://t.cn/A6mbh1BL ​​​,美国成年人及青少年睡眠不足,国际,0.796477,,,,,,
5105358018186835,2024-11-27 16:21:07+08:00,美国驻华大使馆,发布了头条文章：《美国知名品牌傲视全球》 国际品牌（Interbrand）发布的2024年度全球知名品牌榜显示，美国企业在前10名中占据6席，展现美国企业一骑绝尘的强大知名度，其中苹果、微软、亚马逊与谷歌名列前4名，与2023年相同。自2000年国际品牌榜发布以来，只有微软和可口可乐一直位居前10名，而去年排名第9的耐克则由麦当劳取代，被挤出前10名，位居第14位。http://t.cn/A6m48FV7  http://t.cn/A6m4ucll,美国知名品牌傲视全球,国际,0.830821,,,,,5105358018186835.0,-1.0
5105344032277080,2024-11-27 15:25:32+08:00,美国驻华大使馆,"#布林肯国务卿#在意大利举行的记者会上发表讲话

意大利菲乌吉（Fiuggi)
市政剧院（Teatro Municipale）
2024年11月26日

布林肯国务卿：首先，我要说的是，我相信你们都在关注，我们正处于达成一项黎巴嫩停火协议的最后阶段。我们还没有完全达成协议，但我相信我们已经接近尾声。这是美国与法国等合作伙伴同以色列、同黎巴嫩好几个月来所进行的密集的外交努力。如果我们能达成协议，我希望我们能很快达成，这将产生重大影响。

这将对拯救黎巴嫩和以色列的生命和生计产生重大影响。这将为以色列北部和黎巴嫩南部的人民安全返回家园创造条件。我还相信，通过缓解该地区的紧张局势，这也有助于我们结束加沙的冲突；尤其是哈马斯将明白它不能指望战争会拉开其他战线。因此，我们正在密切关注此事，我希望并相信我们能完成这项工作。

现在来谈谈七国集团（G7）的事务。这是我作为国务卿参加的最后一次G7会议，我非常想首先感谢G7的所有同仁，他们在这四年中一直是非常好的同事并成为了好朋友。在意大利，我特别要感谢我的朋友、外交部长安东尼奥·塔亚尼（Antonio Tajani），以及总理梅洛尼（Meloni），不仅感谢他们在意大利担任主席期间对G7的领导，还因为在过去几年里，我们在意大利和美国之间建立了最强有力的伙伴关系。这在很大程度上要归功于总理、外交部长的领导，当然还有拜登总统的领导。

在过去的四年里，G7合作伙伴经受了前所未有的考验，而且我们将这个集团转变为全世界主要民主国家的指导机构。我们还加强了与G7以外的合作伙伴的联系——在印太地区、中东地区及其他地区——以便我们能够共同应对共同的挑战。

我们的工作表明，当我们团结一致、共同努力时，我们就能改善我们所代表的人民的生活，甚至改善各地人民的生活。我们增加了对全球粮食安全的投资。我们在可持续基础设施方面也做了同样的努力。我们推进了人工智能的共同行为规则。我们为使用清洁能源做出了雄心勃勃的承诺和投资，还有其他许多工作。

今天，我们的G7伙伴承诺在2025年及之后继续坚定支持乌克兰，延续这一前所未有的伙伴关系——共同分担责任，决心尽一切努力帮助乌克兰应对俄罗斯持续不断的侵略。

美国继续大幅增加安全援助，以加强乌克兰在东部地区的防御，并应对俄罗斯的升级行动，特别是现在朝鲜军队的卷入。

请让我就此阐明，这对G7所有成员来说都是一个严重关切的问题，不仅因为这对乌克兰的影响、对更广泛的欧洲安全的影响，还因为它对印太地区的影响。我们看到印太地区和欧洲-大西洋共同体的安全是相互关联的。俄罗斯和朝鲜之间的关系是双向的。我们看到朝鲜现在在乌克兰为俄罗斯效力，但我们也在密切关注俄罗斯正在或可能为朝鲜做些什么，其中包括可能增强其导弹及核能力。因此，这是所有G7合作伙伴的共同关切。

在支持乌克兰方面，我们利用被冻结的俄罗斯主权资产向乌克兰提供500亿美元贷款的工作已经接近尾声。上周，美国公布了对俄罗斯金融部门的最新制裁措施，其中包括对俄罗斯天然气工业银行（Gazprombank）的制裁。我认为，我们可以预期G7国家将采取进一步行动。

自俄罗斯对乌克兰能源部门的袭击升级以来，G7及伙伴国已向乌克兰能源部门承诺提供超过20亿美元。随着冬季的到来，G7及其他捐助方提供各项支持，其中包括修复受损的发电厂以恢复超过两吉瓦的发电能力，交付超过18000台发电机以帮助为家庭、医院和学校供暖。

G7还引领全球推动对乌克兰持久安全的承诺。现在已有27个国家与乌克兰签署了双边安全协议，以帮助提供其在今后十年的威慑和防御能力。

今天，G7有机会与外交部长西比加（Sybiha）讨论这些以及其他方面的努力，以进一步确保我们在2025年及之后加强乌克兰的军事和经济地位。我们决心让乌克兰拥有资金、弹药和机动部队，以便在2025年有效力地作战或者凭实力地位进行谈判。

我们还以G7的努力为基础，促进自由开放的印太地区。正如我所提到的，今天讨论的焦点是朝鲜军队在俄罗斯对乌克兰的侵略中的部署，我们在这方面花了很多时间，另外还讨论了中国对俄罗斯国防工业基础的持续支持——所有这些做法都是为俄罗斯继续侵略乌克兰提供支持。这两个议题都在提醒人们，欧洲和印太地区的安全是紧密相连的。本届政府做出的最显著的努力之一就是在欧洲、印太地区和其他地区之间建立桥梁，因为我们必须面对的许多问题都是共同的问题、共同的关切，无论它们是挑战、威胁、还是机遇。

尽管我们认识到建设性接触的必要性，但G7对中华人民共和国带来的经济和安全风险及其奉行的政策的看法日趋一致。四年来，我们在对中国问题上的共同方针比以往任何时候都更加一致——例如，共同承诺降低经济和安全风险，应对来自北京的产能过剩和不公平贸易行为，重点关注最敏感技术的出口管制，共同开展投资审查，反对经济胁迫，努力确保矿产供应和更广泛的供应链安全及其安全韧性，并帮助在世界各地共同建设可持续基础设施。

简而言之：当我们共同行动而不是单独行动时，我们会变得更强大、更有效力。举一个经济领域的明显例子，当我们应对中国奉行的值得关切的政策时，我们任何一个国家单独行动都不可能比我们共同行动时更有效力。就美国而言，我们的GDP占世界总量的20%左右。当我们与G7合作伙伴一起行动时，就接近50%，这个体量是一个不容忽视的体量。

由于我们在美国国内进行的历史性投资以及我们在海外的合作伙伴关系，我们现在能够基于实力应对中国及其带来的挑战，并且下一届政府将承接这一实力地位。

我们还花时间讨论了结束中东冲突的机会和必要性，并为更持久的和平奠定基础，因为以色列在10月7日事件之后已经实现了其战略目标。在加沙，我们仍然致力于将人质带回家，结束加沙的男女老幼每天面临的人道主义危机。

我们与阿拉伯伙伴一致认为，如果没有冲突后计划，我们就无法真正结束冲突——此时此刻我们正在全力以赴地制定这一计划。

我们还重申对伊朗的核活动以及伊朗持续不与国际原子能机构（IAEA）充分合作深表关切。

过去两天里，我们关注的另一个重要地区是苏丹——那里正经历着世界上最严重的人道主义危机。可怕的战争给数千万人带来了苦难，超过两千万人被迫逃离暴行，面临饥荒和暴力。昨天我有机会访问了世界粮食计划署（World Food Program），并了解到目前当地的情况以及该机构在向有需要的人提供援助方面所面临的情况。

我们在过去几周取得了一些进展，特别是在人道主义援助送达方面。今天，世界粮食计划署宣布，自冲突爆发以来，他们首次将卡车开往深受饥荒困扰的地区，例如位于扎姆扎姆（Zamzam）的境内流离失所者营地。我们还与合作伙伴一起在其他地方扩大运送紧急食品和药品的救生通道，并取得了进展，包括开放阿德雷（Adre）过境点以及设立人道主义航班。

我与来自沙特阿拉伯、阿拉伯联合酋长国和埃及的合作伙伴们举行了一次很好的会议，讨论了我们都赞同并需要采取的下一步措施。G7及其伙伴与这些国家一样，致力于在苏丹扩大人道主义援助通道，同时努力结束冲突和苏丹人民的苦难。

我们还讨论了缓解世界各地其他冲突和其他人道主义挑战的努力。我们一致认为，需要继续增加对海地多边安全支持特派团（Multilateral Security Support mission）以及海地国家警察的支持，并同意有必要将这一任务转变为正式维和行动。

我们还努力确保索马里后续维和部队的有效运作。

议程还包括许多其他事情，我在此只是侧重于上述问题。我来总结一下：在我看来，过去两天乃至过去四年提醒我们，当我们共同努力时，当我们与伙伴和盟友合作时，我们可以更有效地应对日益复杂的世界局势。

G7帮助我们在关系到我们每个国家的公民以及世界各地人民的问题上取得成功。无论是对一个国家还是整个集体而言，我们最大的战略资产和最重要的力量倍增器都是我们团结起来为共同事业努力的能力，在我看来，这从未如此重要。我们必须继续共同努力，为我们有幸代表的人民带来惠益。

谢谢，就讲到这里，我很乐意回答一些问题。

欲查看原稿内容: http://t.cn/A6m48NQZ

本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6m48NQz",#布林肯国务卿#在意大利举行的记者会上发表讲话,国际,0.258637,,,,,5105344032277080.0,-1.0
5105325663849209,2024-11-27 14:12:33+08:00,美国驻华大使馆,"美国总统拜登和法国总统马克龙关于以黎停止敌对行动的联合声明

美国白宫
2024年11月26日

今天，经过数周不懈的外交努力，以色列和黎巴嫩已经接受在以色列和黎巴嫩之间停止敌对行动的提议。在今天做出宣布后，黎巴嫩境内的战事将停止，这还将确保以色列免受真主党和其他在黎巴嫩活动的恐怖主义组织的威胁。这一宣布将为恢复持久安宁创造条件，并让两国居民安全返回蓝线（Blue Line）两侧的家园。美国和法国将与以色列和黎巴嫩协作，确保这一安排得到全面实施和执行，我们仍然决心防止这场冲突演变为另一个暴力循环。美国和法国还承诺牵头支持帮助黎巴嫩武装部队进行能力建设以及黎巴嫩各地经济发展的国际努力，以促进该地区的稳定与繁荣。
___________________________________________________

欲查看原稿内容：http://t.cn/A6m4Xpuq

本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6m4Xpu4",美国总统拜登和法国总统马克龙关于以黎停止敌对行动的联...,国际,0.782462,国际社会,0.779885,,,5105325663849209.0,-0.3333333333333333
5105090734069090,2024-11-26 22:39:02+08:00,美国驻华大使馆,"发布了头条文章：《美国历史系列211：最早的公立大学》美国的高等教育起源很早，知名的常春藤大学如哈佛、耶鲁、普林斯顿、哥伦比亚、宾夕法尼亚等都在独立建国之前就成立了，不过，这些都是私立大学，而且均在北方。在美国高等教育体系中，公立大学也扮演着非常重要的角色，最早的公立大学成立于南方，位于亚特兰大地区的佐治亚大学（University of Georgia）是第一所由州政府特许成立的公立大学（State-chartered university），成立于1785年，因此是公认最早建立的公立大学，不过北卡罗来纳大学教堂山分校（University of North Carolina at Chapel Hill）虽然成立比佐治亚大学略晚一些，但却是首先招收学生的公立大学，1795年就招收学生开课了。
http://t.cn/A6mysP6Q

http://t.cn/A6mUM4kU",美国历史系列211：最早的公立大学,教育,0.703752,大学,0.914577,,,,
5105081045485428,2024-11-26 22:00:32+08:00,美国驻华大使馆,"#英语学习#除了“I am fine, thank you”，还可以说什么？

#会话英语#上周我们介绍了常见的英语问候语，从更正式的“How are you?（你好吗？）”到更随意的“Hey, what's up?（嘿，咋样？）”今天，我们将介绍对“How are you?”的一些非正式回复方式。

回答“How are you？”有很多种方式。标准的礼貌回复可以是“""I'm fine, thank you. How about you?（我很好，谢谢。你呢？）”或“Good, thanks. And you?（很好，谢谢。你呢？）”但是，与亲密的朋友或家人交谈时，你可以更加坦诚一些。例如，如果你心情很好，你可以说“Great!（好极了!）”。“Okay (还行吧)”是一个中性的回答，类似于“All right”或“Fine”。如果你说得很慢，声音也较低，这可能表明你正在为某事烦恼。在这种情况下，你的朋友或家人可能会追问， “Just okay? ”，以进一步了解你的感受。

如果你遇到了困难，可以说“I'm hanging in there (还撑得住)”。而“Not so great（不太好）”或“Terrible（糟透了）”则表示你感觉不舒服或心情不好。

大多数非正式的回答都很简短，因此你不需要每次有人问你怎么过得都解释得很详细。图中展示了根据你的心情对“How are you？”的几种非正式回答。

所以，你今天过得还好吗？（How are you today?） #AmericanEnglish#","#英语学习#除了“I am fine, thank you”，还可以说什么？",教育,0.822226,英语,0.906932,,,5105081045485428.0,0.6666666666666666
5105070981775886,2024-11-26 21:20:31+08:00,美国驻华大使馆,"#拜登总统#在乌克兰大饥荒纪念日发表声明

美国白宫
2024年11月23日

九十一年前，约瑟夫·斯大林（Joseph Stalin）和苏联政权策划了乌克兰大饥荒（Holodomor ），这是一场强加于民、蓄意制造的饥荒，导致数百万乌克兰人死亡。我们缅怀在大饥荒中丧生的男女老少。同时，我们向大饥荒的幸存者及其后代致以敬意，尽管斯大林竭力压制乌克兰的民族认同，他们仍然建立了一个自由、独立和民主的乌克兰。

今天，在我们纪念这场令人痛心的大饥荒周年之际，我们也重申我们的承诺：在乌克兰人民需要帮助的时候与他们站在一起。近三年来，俄罗斯一直对乌克兰人民进行一场残酷的战争，试图将乌克兰从地图上抹去。俄罗斯的这一图谋失败了。基辅仍然是自由的，这部分归功于美国和其他五十多个国家坚定不移地向乌克兰提供自卫所需的援助。

我今天向乌克兰人民传达一个明确的信息：美国不忘你们的过去，我们与你们站在一起。在这个纪念日，我们重申致力于支持乌克兰继续捍卫其自由、追求正义及其为自己选择的欧洲-大西洋未来之路。胜利属于乌克兰人民的勇气和力量。
______________________________________________________________________________
欲查看原稿内容：http://t.cn/A6mUyYYr
本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6mUyYY1",#拜登总统#在乌克兰大饥荒纪念日发表声明,国际,0.800278,,,,,5105070981775886.0,-0.1
5105043310641760,2024-11-26 19:30:35+08:00,美国驻华大使馆,"美国东部时间11月25日，#拜登总统#赦免了2024年美国国家感恩节火鸡“桃子”（Peach）和“花”（ Blossom）。这两只火鸡来自明尼苏达州，这也是拜登总统在任期间连续第四年在感恩节赦免火鸡。

拜登总统在X/推特上说，这两只火鸡将返回明尼苏达州，担任这个美国最大火鸡养殖州的形象大使，并激励未来一代的农业学生。

在白宫赦免感恩节火鸡的传统可以追溯到1863年林肯总统当政时。

向总统赠送火鸡的官方仪式始于1947年杜鲁门总统执政时期。70多年来，历任美国总统一直延续着这一传统。",美国东部时间11月25日，#拜登总统#赦免了2024年美国国家感恩...,国际,0.907568,,,,,5105043310641760.0,0.0
5105025677789717,2024-11-26 18:20:31+08:00,美国驻华大使馆,"#拜登总统#就第29届气候变化大会于阿塞拜疆巴库闭幕发表声明

美国白宫
2024年11月23日

2015年，全世界齐心协力，缔结了《巴黎协定》（Paris Agreement），这是世界上几乎所有国家为化解气候危机、为子孙后代保护地球而做出的历史性承诺。在上任的第一天，我就采取行动让美国重返该协议，恢复了美国在全球气候领域的领导地位，并重新致力于实现国际社会应对气候变化的雄心壮志。

自那时起，本届政府利用我们国家在国内气候行动方面的领导地位，加快了全球努力——包括通过COP 26、COP 27和COP 28——减少排放、降低能源成本、创造高薪就业机会、保护生态系统并增强抗灾能力，所有这些努力也促进了我们的经济增长。

今天，在第29届气候变化大会（COP29）上，世界就另一项历史性成果达成了一致意见，这在一定程度上归功于强有力的美国代表团做出的不懈努力。在巴库（Baku），美国呼吁各国做出刻不容缓的选择：要么让脆弱社区遭受更具毁灭性的气候灾难，要么挺身而出，让所有国家走上一条更安全的道路，迈向更美好的未来。

各国共同制定了雄心勃勃的2035年国际气候融资目标。它将有助于增加发展中国家加速向清洁、可持续经济转型所需的各种来源的资金，同时为美国制造的电动汽车、电池和其他产品开辟新市场。

在未来若干年里，我们深信美国将继续推进这项工作：我们的州和城市、我们的企业和我们的公民将在《减少通货膨胀法》（Inflation Reduction Act）等长期立法的支持下共同努力，该法律做出了历史上对气候和清洁能源的最大一笔投资。尽管有些人可能试图否认或延迟美国和世界各地正在进行的清洁能源革命，但没有人——没有人——能够使它逆转。

我祝贺缔约方和COP29主席国共同取得这一成果。尽管我们在实现气候目标之前仍有大量工作要做，但今天的成果使我们又向前迈进了一大步。为了美国人民和子孙后代，我们必须继续加快我们的工作，以确保我们保有一个更清洁、更安全、更健康的地球。
______________________________________________________________________________
欲查看原稿内容：http://t.cn/A6myDkoV

本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6myDkoI",#拜登总统#就第29届气候变化大会于阿塞拜疆巴库闭幕发表声...,国际,0.56649,,,,,5105025677789717.0,-0.4444444444444444
5105010705170927,2024-11-26 17:21:00+08:00,美国驻华大使馆,"纪念“制止暴力侵害妇女行为国际日”以及“十六天反性别暴力行动”

新闻声明
安东尼·#布林肯国务卿#
2024年11月25日

在“#制止暴力侵害妇女行为国际日#”（International Day for the Elimination of Violence against Women）25周年和“#十六天反性别暴力行动#”（16 Days of Activism Against Gender-Based Violence）开始之际，美国重申我们对防止及应对一切形式的性别暴力的承诺，并呼吁国际社会共同加强这些努力。

美国的政策和投资正在产生实际影响。通过“重新审视从头开始确保安全”（Safe from the Start ReVisioned）计划，我们从所有紧急情况一开始就优先考虑改善及扩大基于性别的暴力行为的预防、风险缓解、应对措施和专业知识。在2024财年，美国政府提供了超过2.73亿美元资金，用于在紧急情况下防止及应对性别暴力。

这项工作对每一位幸存者、每一位面临性别暴力的个人以及每一位努力创造一个和平与繁荣的世界的全球公民都很重要。美国将继续与伙伴政府、公民社会和幸存者合作，以取得实质性进展。
______________________________________________________________________________
欲查看原稿内容：http://t.cn/A6myELPm

本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6myELPE",纪念“制止暴力侵害妇女行为国际日”以及“十六天反性别...,国际,0.823316,,,,,5105010705170927.0,-0.4375
5104995303164548,2024-11-26 16:19:49+08:00,美国驻华大使馆,"#拜登总统#在“制止暴力侵害妇女行为国际日” 发表声明

美国白宫

2024年11月25日

今天，在我们纪念“#制止暴力侵害妇女行为国际日#”（International Day for the Elimination of Violence Against Women）25周年之际，我们再次承诺把终止美国和世界各地基于性别的暴力作为一项紧迫的工作。基于性别的暴力是一种侵犯人权的行为，也是一场影响三分之一妇女和女童的公共卫生危机。我们还知道，无论何时何地，如果妇女和女童受到威胁，和平、稳定和经济进步也会受到威胁。

制止针对妇女和女童的暴力行为是我毕生从事的一项事业。在美国参议院任职时，我起草并倡导了《反暴力侵害妇女法》（Violence Against Women Act），并与两党议员和勇敢的幸存者一起四次加强该法律。作为总统，我很自豪地将《反暴力侵害妇女法重新授权法》（Violence Against Women Act Reauthorization Act）签署为法律，该法律扩大了幸存者获得安全和支持的机会，加大了预防力度，并建立了针对网上骚扰和侵害的新联邦保护措施。在本届政府的领导下，美国为实施《反暴力侵害妇女法》的拨款达到有史以来的最高水平；另外，在全球范围内，我们为解决性别暴力问题每年拨款2.5亿美元，也是有史以来的最高水平。

本届政府发布了首个《美国终止性别暴力国家计划》（U.S. National Plan to End Gender-Based Violence），更新了美国在全球范围内防止及应对性别暴力的战略，并为防止及解决一切形式的性别暴力而不懈努力，包括通过白宫应对网上骚扰和侵害问题工作组（White House Task Force to Address Online Harassment and Abuse）以及打击基于性别的网上骚扰和侵害行为全球行动伙伴关系（Global Partnership for Action on Gender-Based Online Harassment and Abuse），该组织的成员已增至15个国家。我们在美国和全球范围内制定了解决网上安全问题的政策；致力于防止技术助长的性别暴力，其中包括消除其对妇女参与公民和政治活动的寒蝉效应；并支持基于图像的性侵害行为的幸存者。

我们还采取了历史性步骤，加强对与冲突有关的性暴力的司法和问责。2022年，我发布了《促进对冲突相关性暴力问责的总统备忘录》（Presidential Memorandum on Promoting Accountability for Conflict-Related Sexual Violence），指示联邦机构利用制裁权力、援助限制和其他工具来促进对这种侵犯人权行为的肇事者问责。自该备忘录发布以来，美国采取了二十多项制裁措施，其中包括首次发布的专门针对性暴力的多项制裁措施。今年早些时候，我们发布了“记录尊严倡议”（Dignity in Documentation Initiative），支持公民社会主导的针对冲突相关性暴力的调查和记录工作。

今天，我们回顾自四分之一世纪前第一个“制止暴力侵害妇女行为国际日”以来所取得的巨大进步。我们再次承诺继续努力，以实现一个所有妇女和女童都能在没有恐惧、暴力和侵害的情况下生活的世界。
______________________________________________________________________________
欲查看原稿内容：http://t.cn/A6myl9Tv

本译文仅供参考，只有英文原稿方可视为权威资料来源。

http://t.cn/A6myl9TP",#拜登总统#在“制止暴力侵害妇女行为国际日” 发表声明,国际,0.572345,,,,,5104995303164548.0,0.0
